id,hhid,age,gender,relationShip,race,occupation,driversLicense,workplace,income,nationality,education,homeZone,disability,schoolId
2597,2597,22,1,single,unknown,2,true,-1,800,UNKNOWN,2,850,0,0
2598,2598,46,2,single,unknown,2,true,-1,3389,UNKNOWN,2,2358,0,0
2599,2599,26,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1183,0,0
2600,2600,76,2,single,unknown,2,true,-1,2733,UNKNOWN,2,1166,2,0
2601,2601,2,2,single,unknown,2,false,-1,1833,UNKNOWN,2,2066,0,0
2602,2602,68,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1097,0,0
2603,2603,30,1,single,unknown,2,true,-1,1571,UNKNOWN,2,1107,0,0
2604,2604,41,1,single,unknown,2,true,-1,700,UNKNOWN,2,1580,0,0
2605,2605,22,1,single,unknown,2,true,-1,1533,UNKNOWN,2,2456,0,0
2606,2606,71,2,single,unknown,2,true,-1,1167,UNKNOWN,2,174,0,0
2607,2607,7,2,single,unknown,2,false,-1,2905,UNKNOWN,2,430,0,0
2608,2608,70,2,single,unknown,2,true,-1,2733,UNKNOWN,2,744,2,0
2609,2609,14,2,single,unknown,2,false,-1,571,UNKNOWN,2,2886,0,0
2610,2610,21,1,single,unknown,2,true,-1,3050,UNKNOWN,2,3156,0,0
2611,2611,52,1,single,unknown,2,true,-1,2800,UNKNOWN,2,2924,0,0
2612,2612,30,2,single,unknown,2,true,-1,2300,UNKNOWN,2,2658,0,0
2613,2613,53,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2675,0,0
2614,2614,91,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1375,2,0
2615,2615,54,1,single,unknown,2,true,-1,2733,UNKNOWN,2,100,0,0
2616,2616,39,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1340,0,0
2617,2617,69,2,single,unknown,2,true,-1,2040,UNKNOWN,2,3407,0,0
2618,2618,30,1,single,unknown,2,true,-1,2429,UNKNOWN,2,2893,0,0
2619,2619,46,1,single,unknown,2,true,-1,1952,UNKNOWN,2,226,0,0
2620,2620,20,1,single,unknown,2,true,-1,1320,UNKNOWN,2,663,0,0
2621,2621,4,2,single,unknown,2,false,-1,1278,UNKNOWN,2,1506,0,0
2622,2622,32,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2946,0,0
2623,2623,48,1,single,unknown,2,true,-1,1750,UNKNOWN,2,3281,0,0
2624,2624,33,1,single,unknown,2,true,-1,1571,UNKNOWN,2,1663,0,0
2625,2625,10,2,single,unknown,2,false,-1,1952,UNKNOWN,2,1282,0,0
2626,2626,1,2,single,unknown,2,false,-1,3389,UNKNOWN,2,1142,0,0
2627,2627,71,2,single,unknown,2,true,-1,1200,UNKNOWN,2,3234,0,0
2628,2628,21,1,single,unknown,2,true,-1,2300,UNKNOWN,2,557,0,0
2629,2629,13,2,single,unknown,2,false,-1,1571,UNKNOWN,2,907,0,0
2630,2630,63,2,single,unknown,2,true,-1,3300,UNKNOWN,2,3289,0,0
2631,2631,7,2,single,unknown,2,false,-1,2429,UNKNOWN,2,3479,0,0
2632,2632,59,1,single,unknown,2,true,-1,3400,UNKNOWN,2,2887,0,0
2633,2633,19,1,single,unknown,2,true,-1,2733,UNKNOWN,2,202,0,0
2634,2634,68,2,single,unknown,2,true,-1,1533,UNKNOWN,2,2134,0,0
2635,2635,1,2,single,unknown,2,false,-1,1708,UNKNOWN,2,32,0,0
2636,2636,44,1,single,unknown,2,true,-1,467,UNKNOWN,2,700,0,0
2637,2637,67,2,single,unknown,2,true,-1,2733,UNKNOWN,2,2390,0,0
2638,2638,38,2,single,unknown,2,true,-1,1708,UNKNOWN,2,245,0,0
2639,2639,19,2,single,unknown,2,true,-1,2733,UNKNOWN,2,3143,0,0
2640,2640,9,2,single,unknown,2,false,-1,1346,UNKNOWN,2,1148,0,0
2641,2641,30,1,single,unknown,2,true,-1,1533,UNKNOWN,2,3155,0,0
2642,2642,64,1,single,unknown,2,true,-1,1750,UNKNOWN,2,3024,0,0
2643,2643,63,1,single,unknown,2,true,-1,1533,UNKNOWN,2,1224,0,0
2644,2644,49,1,single,unknown,2,true,-1,1533,UNKNOWN,2,2180,0,0
2645,2645,8,2,single,unknown,2,false,-1,2278,UNKNOWN,2,2186,0,0
2646,2646,62,1,single,unknown,2,true,-1,1750,UNKNOWN,2,3429,2,0
2647,2647,65,2,single,unknown,2,true,-1,1150,UNKNOWN,2,2020,0,0
2648,2648,35,1,single,unknown,2,true,-1,2905,UNKNOWN,2,1962,0,0
2649,2649,57,2,single,unknown,2,true,-1,3300,UNKNOWN,2,583,0,0
2650,2650,87,2,single,unknown,2,true,-1,1750,UNKNOWN,2,2119,0,0
2651,2651,49,1,single,unknown,2,true,-1,2217,UNKNOWN,2,3492,0,0
2652,2652,78,2,single,unknown,2,true,-1,800,UNKNOWN,2,1432,0,0
2653,2653,64,1,single,unknown,2,true,-1,3400,UNKNOWN,2,2282,2,0
2654,2654,89,2,single,unknown,2,true,-1,1533,UNKNOWN,2,2590,2,0
2655,2655,25,1,single,unknown,2,true,-1,3400,UNKNOWN,2,3390,0,0
2656,2656,22,1,single,unknown,2,true,-1,1700,UNKNOWN,2,1629,0,0
2657,2657,23,1,single,unknown,2,true,-1,2200,UNKNOWN,2,3156,0,0
2658,2658,3,2,single,unknown,2,false,-1,1571,UNKNOWN,2,2700,0,0
2659,2659,63,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1351,0,0
2660,2660,47,2,single,unknown,2,true,-1,3300,UNKNOWN,2,1410,0,0
2661,2661,34,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1529,0,0
2662,2662,43,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2250,0,0
2663,2663,22,1,single,unknown,2,true,-1,1167,UNKNOWN,2,1812,0,0
2664,2664,51,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2688,0,0
2665,2665,33,1,single,unknown,2,true,-1,1533,UNKNOWN,2,1047,0,0
2666,2666,32,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1593,0,0
2667,2667,61,1,single,unknown,2,true,-1,1533,UNKNOWN,2,18,2,0
2668,2668,92,2,single,unknown,2,true,-1,2300,UNKNOWN,2,2763,2,0
2669,2669,31,1,single,unknown,2,true,-1,2278,UNKNOWN,2,1,0,0
2670,2670,26,1,single,unknown,2,true,-1,700,UNKNOWN,2,1019,0,0
2671,2671,29,1,single,unknown,2,true,-1,4067,UNKNOWN,2,3462,0,0
2672,2672,26,1,single,unknown,2,true,-1,1650,UNKNOWN,2,2267,0,0
2673,2673,22,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1043,0,0
2674,2674,67,2,single,unknown,2,true,-1,3400,UNKNOWN,2,3158,0,0
2675,2675,70,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1163,2,0
2676,2676,60,1,single,unknown,2,true,-1,2200,UNKNOWN,2,1337,0,0
2677,2677,13,2,single,unknown,2,false,-1,2833,UNKNOWN,2,728,0,0
2678,2678,52,1,single,unknown,2,true,-1,2278,UNKNOWN,2,863,0,0
2679,2679,97,2,single,unknown,2,true,-1,1750,UNKNOWN,2,3111,2,0
2680,2680,33,1,single,unknown,2,true,-1,2278,UNKNOWN,2,1222,0,0
2681,2681,91,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1089,2,0
2682,2682,67,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1231,0,0
2683,2683,31,1,single,unknown,2,true,-1,2733,UNKNOWN,2,421,0,0
2684,2684,53,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1832,0,0
2685,2685,17,2,single,unknown,2,false,-1,2905,UNKNOWN,2,949,0,0
2686,2686,31,1,single,unknown,2,true,-1,667,UNKNOWN,2,1320,0,0
2687,2687,76,2,single,unknown,2,true,-1,1867,UNKNOWN,2,448,0,0
2688,2688,35,1,single,unknown,2,true,-1,2200,UNKNOWN,2,2226,0,0
2689,2689,28,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2889,0,0
2690,2690,23,1,single,unknown,2,true,-1,1556,UNKNOWN,2,3219,0,0
2691,2691,37,1,single,unknown,2,true,-1,2300,UNKNOWN,2,249,0,0
2692,2692,19,1,single,unknown,2,true,-1,480,UNKNOWN,2,503,0,0
2693,2693,32,2,single,unknown,2,true,-1,2278,UNKNOWN,2,543,0,0
2694,2694,52,1,single,unknown,2,true,-1,2733,UNKNOWN,2,603,0,0
2695,2695,24,1,single,unknown,2,true,-1,249,UNKNOWN,2,2658,0,0
2696,2696,3,2,single,unknown,2,false,-1,1556,UNKNOWN,2,2191,0,0
2697,2697,30,1,single,unknown,2,true,-1,2733,UNKNOWN,2,336,0,0
2698,2698,22,1,single,unknown,2,true,-1,1167,UNKNOWN,2,3496,0,0
2699,2699,71,2,single,unknown,2,true,-1,2733,UNKNOWN,2,2087,2,0
2700,2700,4,2,single,unknown,2,false,-1,833,UNKNOWN,2,218,0,0
2701,2701,35,1,single,unknown,2,true,-1,3400,UNKNOWN,2,1266,0,0
2702,2702,29,1,single,unknown,2,true,-1,3389,UNKNOWN,2,773,0,0
2703,2703,57,1,single,unknown,2,true,-1,2200,UNKNOWN,2,20,0,0
2704,2704,34,2,single,unknown,2,true,-1,2278,UNKNOWN,2,1818,0,0
2705,2705,23,1,single,unknown,2,true,-1,2200,UNKNOWN,2,2692,0,0
2706,2706,89,2,single,unknown,2,true,-1,2800,UNKNOWN,2,2082,2,0
2707,2707,29,1,single,unknown,2,true,-1,1750,UNKNOWN,2,3281,0,0
2708,2708,35,1,single,unknown,2,true,-1,2278,UNKNOWN,2,1791,0,0
2709,2709,4,2,single,unknown,2,false,-1,438,UNKNOWN,2,2443,2,0
2710,2710,63,2,single,unknown,2,true,-1,3400,UNKNOWN,2,1514,0,0
2711,2711,42,1,single,unknown,2,true,-1,1095,UNKNOWN,2,1398,0,0
2712,2712,54,2,single,unknown,2,true,-1,2800,UNKNOWN,2,1658,0,0
2713,2713,42,1,single,unknown,2,true,-1,3389,UNKNOWN,2,1623,0,0
2714,2714,21,1,single,unknown,2,true,-1,1783,UNKNOWN,2,3191,0,0
2715,2715,23,2,single,unknown,2,true,-1,800,UNKNOWN,2,230,0,0
2716,2716,5,2,single,unknown,2,false,-1,1346,UNKNOWN,2,732,0,0
2717,2717,92,2,single,unknown,2,true,-1,2800,UNKNOWN,2,1744,0,0
2718,2718,19,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1851,0,0
2719,2719,1,2,single,unknown,2,false,-1,1278,UNKNOWN,2,1678,0,0
2720,2720,33,1,single,unknown,2,true,-1,1200,UNKNOWN,2,869,0,0
2721,2721,33,1,single,unknown,2,true,-1,2300,UNKNOWN,2,2591,0,0
2722,2722,55,1,single,unknown,2,true,-1,1640,UNKNOWN,2,633,0,0
2723,2723,48,1,single,unknown,2,true,-1,2800,UNKNOWN,2,3032,0,0
2724,2724,82,2,single,unknown,2,true,-1,1533,UNKNOWN,2,1265,0,0
2725,2725,25,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1485,0,0
2726,2726,99,2,single,unknown,2,true,-1,2733,UNKNOWN,2,2657,0,0
2727,2727,27,2,single,unknown,2,true,-1,1750,UNKNOWN,2,1398,0,0
2728,2728,56,2,single,unknown,2,true,-1,3400,UNKNOWN,2,913,0,0
2729,2729,41,1,single,unknown,2,true,-1,1000,UNKNOWN,2,1934,0,0
2730,2730,61,2,single,unknown,2,true,-1,1867,UNKNOWN,2,2781,0,0
2731,2731,66,2,single,unknown,2,true,-1,4100,UNKNOWN,2,518,0,0
2732,2732,90,2,single,unknown,2,true,-1,1167,UNKNOWN,2,811,0,0
2733,2733,2,2,single,unknown,2,false,-1,1556,UNKNOWN,2,1432,0,0
2734,2734,40,1,single,unknown,2,true,-1,1952,UNKNOWN,2,2575,0,0
2735,2735,58,1,single,unknown,2,true,-1,2733,UNKNOWN,2,2392,0,0
2736,2736,42,1,single,unknown,2,true,-1,1700,UNKNOWN,2,1209,0,0
2737,2737,58,1,single,unknown,2,true,-1,2800,UNKNOWN,2,2071,0,0
2738,2738,37,1,single,unknown,2,true,-1,1200,UNKNOWN,2,520,0,0
2739,2739,1,2,single,unknown,2,false,-1,1952,UNKNOWN,2,2110,0,0
2740,2740,38,2,single,unknown,2,true,-1,2300,UNKNOWN,2,633,0,0
2741,2741,21,1,single,unknown,2,true,-1,2440,UNKNOWN,2,1357,0,0
2742,2742,31,2,single,unknown,2,true,-1,1952,UNKNOWN,2,814,0,0
2743,2743,92,2,single,unknown,2,true,-1,2733,UNKNOWN,2,608,2,0
2744,2744,54,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1715,0,0
2745,2745,63,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2311,0,0
2746,2746,90,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2314,0,0
2747,2747,39,1,single,unknown,2,true,-1,921,UNKNOWN,2,2211,0,0
2748,2748,4,2,single,unknown,2,false,-1,2905,UNKNOWN,2,1235,0,0
2749,2749,19,1,single,unknown,2,true,-1,1867,UNKNOWN,2,1778,0,0
2750,2750,28,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2268,0,0
2751,2751,2,2,single,unknown,2,false,-1,3389,UNKNOWN,2,129,0,0
2752,2752,71,2,single,unknown,2,true,-1,1867,UNKNOWN,2,649,0,0
2753,2753,14,2,single,unknown,2,false,-1,2217,UNKNOWN,2,1660,0,0
2754,2754,24,1,single,unknown,2,true,-1,2300,UNKNOWN,2,2584,0,0
2755,2755,69,2,single,unknown,2,true,-1,1533,UNKNOWN,2,3488,0,0
2756,2756,90,2,single,unknown,2,true,-1,1867,UNKNOWN,2,2375,2,0
2757,2757,87,2,single,unknown,2,true,-1,2300,UNKNOWN,2,1968,0,0
2758,2758,57,1,single,unknown,2,true,-1,700,UNKNOWN,2,3367,0,0
2759,2759,48,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1032,0,0
2760,2760,85,2,single,unknown,2,true,-1,1867,UNKNOWN,2,3390,0,0
2761,2761,19,1,single,unknown,2,true,-1,2179,UNKNOWN,2,2173,0,0
2762,2762,4,2,single,unknown,2,false,-1,2542,UNKNOWN,2,1975,0,0
2763,2763,28,1,single,unknown,2,true,-1,2905,UNKNOWN,2,123,0,0
2764,2764,31,1,single,unknown,2,true,-1,2833,UNKNOWN,2,2065,0,0
2765,2765,12,2,single,unknown,2,true,-1,2050,UNKNOWN,2,579,0,0
2766,2766,17,2,single,unknown,2,false,-1,1320,UNKNOWN,2,3180,0,0
2767,2767,24,1,single,unknown,2,true,-1,6100,UNKNOWN,2,2306,0,0
2768,2768,31,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1684,0,0
2769,2769,37,1,single,unknown,2,true,-1,729,UNKNOWN,2,123,0,0
2770,2770,71,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2048,0,0
2771,2771,30,1,single,unknown,2,true,-1,700,UNKNOWN,2,1318,0,0
2772,2772,88,2,single,unknown,2,true,-1,2733,UNKNOWN,2,3265,0,0
2773,2773,15,2,single,unknown,2,false,-1,1278,UNKNOWN,2,721,0,0
2774,2774,46,1,single,unknown,2,true,-1,2833,UNKNOWN,2,1706,0,0
2775,2775,94,2,single,unknown,2,true,-1,800,UNKNOWN,2,1878,2,0
2776,2776,88,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2441,2,0
2777,2777,42,1,single,unknown,2,true,-1,429,UNKNOWN,2,2745,0,0
2778,2778,44,1,single,unknown,2,true,-1,1167,UNKNOWN,2,1184,0,0
2779,2779,99,2,single,unknown,2,true,-1,1650,UNKNOWN,2,3357,2,0
2780,2780,31,1,single,unknown,2,true,-1,2733,UNKNOWN,2,3029,0,0
2781,2781,21,2,single,unknown,2,true,-1,1533,UNKNOWN,2,1088,0,0
2782,2782,41,2,single,unknown,2,true,-1,2800,UNKNOWN,2,554,0,0
2783,2783,43,1,single,unknown,2,true,-1,3300,UNKNOWN,2,2308,0,0
2784,2784,82,2,single,unknown,2,true,-1,1533,UNKNOWN,2,915,0,0
2785,2785,41,2,single,unknown,2,true,-1,1650,UNKNOWN,2,2861,0,0
2786,2786,86,2,single,unknown,2,true,-1,700,UNKNOWN,2,783,0,0
2787,2787,50,1,single,unknown,2,true,-1,5100,UNKNOWN,2,397,0,0
2788,2788,57,1,single,unknown,2,true,-1,3400,UNKNOWN,2,1529,0,0
2789,2789,18,2,single,unknown,2,true,-1,875,UNKNOWN,2,2982,0,0
2790,2790,82,2,single,unknown,2,true,-1,2733,UNKNOWN,2,3415,0,0
2791,2791,47,2,single,unknown,2,true,-1,2278,UNKNOWN,2,643,0,0
2792,2792,29,1,single,unknown,2,true,-1,3050,UNKNOWN,2,2214,0,0
2793,2793,64,2,single,unknown,2,true,-1,1200,UNKNOWN,2,2144,2,0
2794,2794,92,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1790,0,0
2795,2795,91,2,single,unknown,2,true,-1,3300,UNKNOWN,2,2902,0,0
2796,2796,97,2,single,unknown,2,true,-1,2800,UNKNOWN,2,2849,0,0
2797,2797,59,1,single,unknown,2,true,-1,600,UNKNOWN,2,2500,0,0
2798,2798,76,2,single,unknown,2,true,-1,2200,UNKNOWN,2,833,0,0
2799,2799,18,1,single,unknown,2,true,-1,1533,UNKNOWN,2,127,0,0
2800,2800,64,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2598,0,0
2801,2801,52,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1386,0,0
2802,2802,99,2,single,unknown,2,true,-1,2200,UNKNOWN,2,1127,2,0
2803,2803,27,1,single,unknown,2,true,-1,2733,UNKNOWN,2,3173,0,0
2804,2804,56,2,single,unknown,2,true,-1,2050,UNKNOWN,2,2267,0,0
2805,2805,64,1,single,unknown,2,true,-1,1867,UNKNOWN,2,2844,0,0
2806,2806,9,2,single,unknown,2,false,-1,1571,UNKNOWN,2,251,0,0
2807,2807,39,2,single,unknown,2,true,-1,1952,UNKNOWN,2,544,0,0
2808,2808,68,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1880,0,0
2809,2809,52,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1047,2,0
2810,2810,37,2,single,unknown,2,true,-1,1867,UNKNOWN,2,3153,0,0
2811,2811,33,2,single,unknown,2,true,-1,1833,UNKNOWN,2,390,0,0
2812,2812,8,2,single,unknown,2,false,-1,1333,UNKNOWN,2,3483,0,0
2813,2813,14,2,single,unknown,2,false,-1,2217,UNKNOWN,2,2188,0,0
2814,2814,92,2,single,unknown,2,true,-1,1867,UNKNOWN,2,3427,0,0
2815,2815,28,1,single,unknown,2,true,-1,3400,UNKNOWN,2,2660,0,0
2816,2816,41,1,single,unknown,2,true,-1,333,UNKNOWN,2,3172,0,0
2817,2817,60,1,single,unknown,2,true,-1,4067,UNKNOWN,2,2530,0,0
2818,2818,27,2,single,unknown,2,true,-1,2200,UNKNOWN,2,546,0,0
2819,2819,26,1,single,unknown,2,true,-1,1150,UNKNOWN,2,775,0,0
2820,2820,58,1,single,unknown,2,true,-1,2300,UNKNOWN,2,212,0,0
2821,2821,66,2,single,unknown,2,true,-1,2733,UNKNOWN,2,3393,0,0
2822,2822,36,1,single,unknown,2,true,-1,4067,UNKNOWN,2,2058,0,0
2823,2823,57,2,single,unknown,2,true,-1,6100,UNKNOWN,2,1956,2,0
2824,2824,51,1,single,unknown,2,true,-1,3389,UNKNOWN,2,2245,0,0
2825,2825,55,1,single,unknown,2,true,-1,3400,UNKNOWN,2,2825,0,0
2826,2826,38,1,single,unknown,2,true,-1,2125,UNKNOWN,2,2734,0,0
2827,2827,1,2,single,unknown,2,false,-1,1708,UNKNOWN,2,3239,0,0
2828,2828,54,2,single,unknown,2,true,-1,2200,UNKNOWN,2,2818,0,0
2829,2829,12,2,single,unknown,2,false,-1,1278,UNKNOWN,2,1905,0,0
2830,2830,52,1,single,unknown,2,true,-1,2346,UNKNOWN,2,2410,0,0
2831,2831,17,2,single,unknown,2,false,-1,667,UNKNOWN,2,1591,0,0
2832,2832,47,1,single,unknown,2,true,-1,600,UNKNOWN,2,2393,2,0
2833,2833,61,1,single,unknown,2,true,-1,1150,UNKNOWN,2,834,0,0
2834,2834,52,1,single,unknown,2,true,-1,4100,UNKNOWN,2,1651,0,0
2835,2835,60,2,single,unknown,2,true,-1,821,UNKNOWN,2,2135,0,0
2836,2836,59,1,single,unknown,2,true,-1,1533,UNKNOWN,2,1767,0,0
2837,2837,56,1,single,unknown,2,true,-1,2800,UNKNOWN,2,700,0,0
2838,2838,67,2,single,unknown,2,true,-1,800,UNKNOWN,2,665,0,0
2839,2839,19,1,single,unknown,2,true,-1,1320,UNKNOWN,2,396,0,0
2840,2840,34,1,single,unknown,2,true,-1,1962,UNKNOWN,2,3440,0,0
2841,2841,46,1,single,unknown,2,true,-1,1533,UNKNOWN,2,2947,0,0
2842,2842,19,2,single,unknown,2,true,-1,800,UNKNOWN,2,3213,0,0
2843,2843,9,2,single,unknown,2,false,-1,1571,UNKNOWN,2,2844,0,0
2844,2844,40,1,single,unknown,2,true,-1,2125,UNKNOWN,2,292,0,0
2845,2845,38,1,single,unknown,2,true,-1,1952,UNKNOWN,2,1892,0,0
2846,2846,39,2,single,unknown,2,true,-1,700,UNKNOWN,2,1252,0,0
2847,2847,45,1,single,unknown,2,true,-1,1533,UNKNOWN,2,3053,0,0
2848,2848,39,1,single,unknown,2,true,-1,3389,UNKNOWN,2,2606,0,0
2849,2849,99,2,single,unknown,2,true,-1,2200,UNKNOWN,2,3039,2,0
2850,2850,1,2,single,unknown,2,false,-1,2429,UNKNOWN,2,2181,0,0
2851,2851,5,2,single,unknown,2,false,-1,1556,UNKNOWN,2,1842,0,0
2852,2852,63,1,single,unknown,2,true,-1,1750,UNKNOWN,2,2855,0,0
2853,2853,28,1,single,unknown,2,true,-1,2833,UNKNOWN,2,1941,0,0
2854,2854,45,2,single,unknown,2,true,-1,1571,UNKNOWN,2,1755,0,0
2855,2855,44,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1618,0,0
2856,2856,27,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1619,0,0
2857,2857,14,2,single,unknown,2,false,-1,571,UNKNOWN,2,1946,0,0
2858,2858,3,2,single,unknown,2,false,-1,2429,UNKNOWN,2,600,0,0
2859,2859,40,1,single,unknown,2,true,-1,2429,UNKNOWN,2,1482,0,0
2860,2860,53,1,single,unknown,2,true,-1,250,UNKNOWN,2,2993,0,0
2861,2861,81,2,single,unknown,2,true,-1,2800,UNKNOWN,2,3197,0,0
2862,2862,79,2,single,unknown,2,true,-1,1750,UNKNOWN,2,98,2,0
2863,2863,36,2,single,unknown,2,true,-1,500,UNKNOWN,2,1245,0,0
2864,2864,61,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1512,2,0
2865,2865,39,1,single,unknown,2,true,-1,2833,UNKNOWN,2,1456,0,0
2866,2866,65,2,single,unknown,2,true,-1,1200,UNKNOWN,2,274,0,0
2867,2867,96,2,single,unknown,2,true,-1,6100,UNKNOWN,2,1008,0,0
2868,2868,59,1,single,unknown,2,true,-1,3300,UNKNOWN,2,1818,0,0
2869,2869,86,2,single,unknown,2,true,-1,800,UNKNOWN,2,471,2,0
2870,2870,65,2,single,unknown,2,true,-1,700,UNKNOWN,2,1251,0,0
2871,2871,90,2,single,unknown,2,true,-1,4100,UNKNOWN,2,1621,0,0
2872,2872,22,2,single,unknown,2,true,-1,1867,UNKNOWN,2,24,0,0
2873,2873,35,1,single,unknown,2,true,-1,1095,UNKNOWN,2,2222,0,0
2874,2874,58,1,single,unknown,2,true,-1,1167,UNKNOWN,2,1937,2,0
2875,2875,93,2,single,unknown,2,true,-1,1167,UNKNOWN,2,1097,0,0
2876,2876,33,1,single,unknown,2,true,-1,600,UNKNOWN,2,1541,2,0
2877,2877,28,1,single,unknown,2,true,-1,1346,UNKNOWN,2,539,0,0
2878,2878,28,1,single,unknown,2,true,-1,700,UNKNOWN,2,3272,0,0
2879,2879,91,2,single,unknown,2,true,-1,2200,UNKNOWN,2,106,0,0
2880,2880,4,2,single,unknown,2,false,-1,2278,UNKNOWN,2,626,0,0
2881,2881,91,2,single,unknown,2,true,-1,6100,UNKNOWN,2,115,2,0
2882,2882,56,1,single,unknown,2,true,-1,1200,UNKNOWN,2,3485,2,0
2883,2883,32,1,single,unknown,2,true,-1,1571,UNKNOWN,2,2890,0,0
2884,2884,31,1,single,unknown,2,true,-1,1952,UNKNOWN,2,451,0,0
2885,2885,35,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1448,0,0
2886,2886,60,1,single,unknown,2,true,-1,2733,UNKNOWN,2,15,0,0
2887,2887,46,1,single,unknown,2,true,-1,429,UNKNOWN,2,818,0,0
2888,2888,5,2,single,unknown,2,false,-1,2905,UNKNOWN,2,3431,0,0
2889,2889,67,2,single,unknown,2,true,-1,2800,UNKNOWN,2,3220,0,0
2890,2890,90,2,single,unknown,2,true,-1,1200,UNKNOWN,2,1282,2,0
2891,2891,22,1,single,unknown,2,true,-1,1150,UNKNOWN,2,527,0,0
2892,2892,48,1,single,unknown,2,true,-1,2652,UNKNOWN,2,2917,0,0
2893,2893,64,2,single,unknown,2,true,-1,6100,UNKNOWN,2,409,0,0
2894,2894,58,1,single,unknown,2,true,-1,2733,UNKNOWN,2,1142,0,0
2895,2895,21,1,single,unknown,2,true,-1,2217,UNKNOWN,2,1398,0,0
2896,2896,47,1,single,unknown,2,true,-1,2733,UNKNOWN,2,2814,0,0
2897,2897,26,1,single,unknown,2,true,-1,1167,UNKNOWN,2,1056,0,0
2898,2898,58,2,single,unknown,2,true,-1,3400,UNKNOWN,2,2891,0,0
2899,2899,94,2,single,unknown,2,true,-1,6100,UNKNOWN,2,3128,0,0
2900,2900,33,1,single,unknown,2,true,-1,1750,UNKNOWN,2,1988,0,0
2901,2901,34,1,single,unknown,2,true,-1,2905,UNKNOWN,2,1305,0,0
2902,2902,61,1,single,unknown,2,true,-1,700,UNKNOWN,2,214,0,0
2903,2903,55,1,single,unknown,2,true,-1,2300,UNKNOWN,2,1841,0,0
2904,2904,78,2,single,unknown,2,true,-1,1533,UNKNOWN,2,2606,0,0
2905,2905,30,2,single,unknown,2,true,-1,2300,UNKNOWN,2,940,0,0
2906,2906,44,2,single,unknown,2,true,-1,2800,UNKNOWN,2,3419,0,0
2907,2907,86,2,single,unknown,2,true,-1,2300,UNKNOWN,2,2406,0,0
2908,2908,14,2,single,unknown,2,false,-1,1783,UNKNOWN,2,1945,0,0
2909,2909,48,1,single,unknown,2,true,-1,3400,UNKNOWN,2,2822,0,0
2910,2910,60,1,single,unknown,2,true,-1,2040,UNKNOWN,2,1257,0,0
2911,2911,55,1,single,unknown,2,true,-1,2733,UNKNOWN,2,2403,0,0
2912,2912,46,1,single,unknown,2,true,-1,3300,UNKNOWN,2,744,0,0
2913,2913,46,1,single,unknown,2,true,-1,4067,UNKNOWN,2,87,0,0
2914,2914,6,2,single,unknown,2,false,-1,2429,UNKNOWN,2,1204,0,0
2915,2915,12,2,single,unknown,2,false,-1,1867,UNKNOWN,2,2023,0,0
2916,2916,28,1,single,unknown,2,true,-1,1833,UNKNOWN,2,15,0,0
2917,2917,48,1,single,unknown,2,true,-1,1200,UNKNOWN,2,1064,0,0
2918,2918,78,2,single,unknown,2,true,-1,2300,UNKNOWN,2,30,0,0
2919,2919,61,2,single,unknown,2,true,-1,3300,UNKNOWN,2,2055,0,0
2920,2920,49,1,single,unknown,2,true,-1,1750,UNKNOWN,2,3331,0,0
2921,2921,18,1,single,unknown,2,true,-1,1200,UNKNOWN,2,2995,0,0
2922,2922,56,2,single,unknown,2,true,-1,3400,UNKNOWN,2,1110,0,0
2923,2923,82,2,single,unknown,2,true,-1,4100,UNKNOWN,2,3469,0,0
