id,dwelling,zone,hhSize,autos
2350,2350,1769,1,1
2351,2351,1358,1,1
2352,2352,1431,1,1
2353,2353,298,1,1
2354,2354,1700,1,1
2355,2355,2335,1,1
2356,2356,2359,1,1
2357,2357,2145,1,1
2358,2358,3478,1,1
2359,2359,949,1,1
2360,2360,1054,1,1
2361,2361,379,1,1
2362,2362,80,1,1
2363,2363,1322,1,1
2364,2364,2750,1,1
2365,2365,686,1,1
2366,2366,994,1,1
2367,2367,46,1,1
2368,2368,3026,1,1
2369,2369,2514,1,1
2370,2370,481,1,1
2371,2371,2521,1,1
2372,2372,801,1,1
2373,2373,2900,1,1
2374,2374,2101,1,1
2375,2375,1290,1,1
2376,2376,2022,1,1
2377,2377,26,1,1
2378,2378,2680,1,1
2379,2379,311,1,1
2380,2380,58,1,1
2381,2381,2073,1,1
2382,2382,2326,1,1
2383,2383,766,1,1
2384,2384,3203,1,1
2385,2385,3093,1,1
2386,2386,378,1,1
2387,2387,546,1,1
2388,2388,1398,1,1
2389,2389,1262,1,1
2390,2390,2474,1,1
2391,2391,3013,1,1
2392,2392,2185,1,1
2393,2393,412,1,1
2394,2394,2616,1,1
2395,2395,967,1,1
2396,2396,1076,1,1
2397,2397,1200,1,1
2398,2398,2625,1,1
2399,2399,2379,1,1
2400,2400,889,1,1
2401,2401,878,1,1
2402,2402,782,1,1
2403,2403,3149,1,1
2404,2404,22,1,1
2405,2405,2199,1,1
2406,2406,877,1,1
2407,2407,1686,1,1
2408,2408,279,1,1
2409,2409,1097,1,1
2410,2410,3309,1,1
2411,2411,2413,1,1
2412,2412,2361,1,1
2413,2413,3334,1,1
2414,2414,2460,1,1
2415,2415,1845,1,1
2416,2416,2491,1,1
2417,2417,1994,1,1
2418,2418,51,1,1
2419,2419,3093,1,1
2420,2420,691,1,1
2421,2421,2433,1,1
2422,2422,1543,1,1
2423,2423,1312,1,1
2424,2424,529,1,1
2425,2425,2112,1,1
2426,2426,3395,1,1
2427,2427,2728,1,1
2428,2428,2753,1,1
2429,2429,2549,1,1
2430,2430,685,1,1
2431,2431,3052,1,1
2432,2432,2738,1,1
2433,2433,1418,1,1
2434,2434,3099,1,1
2435,2435,2435,1,1
2436,2436,3164,1,1
2437,2437,3251,1,1
2438,2438,2360,1,1
2439,2439,2497,1,1
2440,2440,2323,1,1
2441,2441,2888,1,1
2442,2442,548,1,1
2443,2443,2838,1,1
2444,2444,3233,1,1
2445,2445,2621,1,1
2446,2446,1084,1,1
2447,2447,2818,1,1
2448,2448,3247,1,1
2449,2449,473,1,1
2450,2450,3294,1,1
2451,2451,255,1,1
2452,2452,327,1,1
2453,2453,2014,1,1
2454,2454,1277,1,1
2455,2455,2838,1,1
2456,2456,230,1,1
2457,2457,2471,1,1
2458,2458,705,1,1
2459,2459,1597,1,1
2460,2460,3217,1,1
2461,2461,510,1,1
2462,2462,2639,1,1
2463,2463,478,1,1
2464,2464,2706,1,1
2465,2465,2673,1,1
2466,2466,2029,1,1
2467,2467,2069,1,1
2468,2468,991,1,1
2469,2469,999,1,1
2470,2470,309,1,1
2471,2471,485,1,1
2472,2472,233,1,1
2473,2473,751,1,1
2474,2474,1675,1,1
2475,2475,3024,1,1
2476,2476,2471,1,1
2477,2477,1452,1,1
2478,2478,477,1,1
2479,2479,2582,1,1
2480,2480,2014,1,1
2481,2481,3402,1,1
2482,2482,1783,1,1
2483,2483,2023,1,1
2484,2484,97,1,1
2485,2485,1398,1,1
2486,2486,3447,1,1
2487,2487,3096,1,1
2488,2488,1172,1,1
2489,2489,3309,1,1
2490,2490,939,1,1
2491,2491,1134,1,1
2492,2492,597,1,1
2493,2493,2957,1,1
2494,2494,3267,1,1
2495,2495,517,1,1
2496,2496,3295,1,1
2497,2497,1372,1,1
2498,2498,3018,1,1
2499,2499,1485,1,1
2500,2500,1145,1,1
2501,2501,323,1,1
2502,2502,2842,1,1
2503,2503,2822,1,1
2504,2504,1623,1,1
2505,2505,2160,1,1
2506,2506,1476,1,1
2507,2507,2765,1,1
2508,2508,1666,1,1
2509,2509,1137,1,1
2510,2510,1801,1,1
2511,2511,2316,1,1
2512,2512,1258,1,1
2513,2513,1956,1,1
2514,2514,1182,1,1
2515,2515,123,1,1
2516,2516,2530,1,1
2517,2517,1380,1,1
2518,2518,1334,1,1
2519,2519,1026,1,1
2520,2520,3290,1,1
2521,2521,965,1,1
2522,2522,1000,1,1
2523,2523,2783,1,1
2524,2524,236,1,1
2525,2525,2825,1,1
2526,2526,1516,1,1
2527,2527,740,1,1
2528,2528,442,1,1
2529,2529,15,1,1
2530,2530,156,1,1
2531,2531,1798,1,1
2532,2532,1425,1,1
2533,2533,180,1,1
2534,2534,3172,1,1
2535,2535,2921,1,1
2536,2536,2524,1,1
2537,2537,3137,1,1
2538,2538,1234,1,1
2539,2539,2032,1,1
2540,2540,3447,1,1
2541,2541,2024,1,1
2542,2542,728,1,1
2543,2543,985,1,1
2544,2544,1173,1,1
2545,2545,780,1,1
2546,2546,2855,1,1
2547,2547,1982,1,1
2548,2548,2589,1,1
2549,2549,1064,1,1
2550,2550,2426,1,1
2551,2551,87,1,1
2552,2552,1594,1,1
2553,2553,3041,1,1
2554,2554,2668,1,1
2555,2555,188,1,1
2556,2556,911,1,1
2557,2557,2343,1,1
2558,2558,1783,1,1
2559,2559,1644,1,1
2560,2560,2155,1,1
2561,2561,1425,1,1
2562,2562,142,1,1
2563,2563,2096,1,1
2564,2564,1520,1,1
2565,2565,1705,1,1
2566,2566,2462,1,1
2567,2567,1689,1,1
2568,2568,784,1,1
2569,2569,1635,1,1
2570,2570,893,1,1
2571,2571,568,1,1
2572,2572,3133,1,1
2573,2573,1671,1,1
2574,2574,1883,1,1
2575,2575,532,1,1
2576,2576,1865,1,1
2577,2577,290,1,1
2578,2578,2190,1,1
2579,2579,2884,1,1
2580,2580,2186,1,1
2581,2581,346,1,1
2582,2582,2426,1,1
2583,2583,144,1,1
2584,2584,1975,1,1
2585,2585,2955,1,1
2586,2586,3207,1,1
2587,2587,257,1,1
2588,2588,373,1,1
2589,2589,121,1,1
2590,2590,2188,1,1
2591,2591,2820,1,1
2592,2592,1950,1,1
2593,2593,208,1,1
2594,2594,96,1,1
2595,2595,3394,1,1
2596,2596,1392,1,1
2597,2597,850,1,1
2598,2598,2358,1,1
2599,2599,1183,1,1
2600,2600,1166,1,1
2601,2601,2066,1,1
2602,2602,1097,1,1
2603,2603,1107,1,1
2604,2604,1580,1,1
2605,2605,2456,1,1
2606,2606,174,1,1
2607,2607,430,1,1
2608,2608,744,1,1
2609,2609,2886,1,1
2610,2610,3156,1,1
2611,2611,2924,1,1
2612,2612,2658,1,1
2613,2613,2675,1,1
2614,2614,1375,1,1
2615,2615,100,1,1
2616,2616,1340,1,1
2617,2617,3407,1,1
2618,2618,2893,1,1
2619,2619,226,1,1
2620,2620,663,1,1
2621,2621,1506,1,1
2622,2622,2946,1,1
2623,2623,3281,1,1
2624,2624,1663,1,1
2625,2625,1282,1,1
2626,2626,1142,1,1
2627,2627,3234,1,1
2628,2628,557,1,1
2629,2629,907,1,1
2630,2630,3289,1,1
2631,2631,3479,1,1
2632,2632,2887,1,1
2633,2633,202,1,1
2634,2634,2134,1,1
2635,2635,32,1,1
2636,2636,700,1,1
2637,2637,2390,1,1
2638,2638,245,1,1
2639,2639,3143,1,1
2640,2640,1148,1,1
2641,2641,3155,1,1
2642,2642,3024,1,1
2643,2643,1224,1,1
2644,2644,2180,1,1
2645,2645,2186,1,1
2646,2646,3429,1,1
2647,2647,2020,1,1
2648,2648,1962,1,1
2649,2649,583,1,1
2650,2650,2119,1,1
2651,2651,3492,1,1
2652,2652,1432,1,1
2653,2653,2282,1,1
2654,2654,2590,1,1
2655,2655,3390,1,1
2656,2656,1629,1,1
2657,2657,3156,1,1
2658,2658,2700,1,1
2659,2659,1351,1,1
2660,2660,1410,1,1
2661,2661,1529,1,1
2662,2662,2250,1,1
2663,2663,1812,1,1
2664,2664,2688,1,1
2665,2665,1047,1,1
2666,2666,1593,1,1
2667,2667,18,1,1
2668,2668,2763,1,1
2669,2669,1,1,1
2670,2670,1019,1,1
2671,2671,3462,1,1
2672,2672,2267,1,1
2673,2673,1043,1,1
2674,2674,3158,1,1
2675,2675,1163,1,1
2676,2676,1337,1,1
2677,2677,728,1,1
2678,2678,863,1,1
2679,2679,3111,1,1
2680,2680,1222,1,1
2681,2681,1089,1,1
2682,2682,1231,1,1
2683,2683,421,1,1
2684,2684,1832,1,1
2685,2685,949,1,1
2686,2686,1320,1,1
2687,2687,448,1,1
2688,2688,2226,1,1
2689,2689,2889,1,1
2690,2690,3219,1,1
2691,2691,249,1,1
2692,2692,503,1,1
2693,2693,543,1,1
2694,2694,603,1,1
2695,2695,2658,1,1
2696,2696,2191,1,1
2697,2697,336,1,1
2698,2698,3496,1,1
2699,2699,2087,1,1
2700,2700,218,1,1
2701,2701,1266,1,1
2702,2702,773,1,1
2703,2703,20,1,1
2704,2704,1818,1,1
2705,2705,2692,1,1
2706,2706,2082,1,1
2707,2707,3281,1,1
2708,2708,1791,1,1
2709,2709,2443,1,1
2710,2710,1514,1,1
2711,2711,1398,1,1
2712,2712,1658,1,1
2713,2713,1623,1,1
2714,2714,3191,1,1
2715,2715,230,1,1
2716,2716,732,1,1
2717,2717,1744,1,1
2718,2718,1851,1,1
2719,2719,1678,1,1
2720,2720,869,1,1
2721,2721,2591,1,1
2722,2722,633,1,1
2723,2723,3032,1,1
2724,2724,1265,1,1
2725,2725,1485,1,1
2726,2726,2657,1,1
2727,2727,1398,1,1
2728,2728,913,1,1
2729,2729,1934,1,1
2730,2730,2781,1,1
2731,2731,518,1,1
2732,2732,811,1,1
2733,2733,1432,1,1
2734,2734,2575,1,1
2735,2735,2392,1,1
2736,2736,1209,1,1
2737,2737,2071,1,1
2738,2738,520,1,1
2739,2739,2110,1,1
2740,2740,633,1,1
2741,2741,1357,1,1
2742,2742,814,1,1
2743,2743,608,1,1
2744,2744,1715,1,1
2745,2745,2311,1,1
2746,2746,2314,1,1
2747,2747,2211,1,1
2748,2748,1235,1,1
2749,2749,1778,1,1
2750,2750,2268,1,1
2751,2751,129,1,1
2752,2752,649,1,1
2753,2753,1660,1,1
2754,2754,2584,1,1
2755,2755,3488,1,1
2756,2756,2375,1,1
2757,2757,1968,1,1
2758,2758,3367,1,1
2759,2759,1032,1,1
2760,2760,3390,1,1
2761,2761,2173,1,1
2762,2762,1975,1,1
2763,2763,123,1,1
2764,2764,2065,1,1
2765,2765,579,1,1
2766,2766,3180,1,1
2767,2767,2306,1,1
2768,2768,1684,1,1
2769,2769,123,1,1
2770,2770,2048,1,1
2771,2771,1318,1,1
2772,2772,3265,1,1
2773,2773,721,1,1
2774,2774,1706,1,1
2775,2775,1878,1,1
2776,2776,2441,1,1
2777,2777,2745,1,1
2778,2778,1184,1,1
2779,2779,3357,1,1
2780,2780,3029,1,1
2781,2781,1088,1,1
2782,2782,554,1,1
2783,2783,2308,1,1
2784,2784,915,1,1
2785,2785,2861,1,1
2786,2786,783,1,1
2787,2787,397,1,1
2788,2788,1529,1,1
2789,2789,2982,1,1
2790,2790,3415,1,1
2791,2791,643,1,1
2792,2792,2214,1,1
2793,2793,2144,1,1
2794,2794,1790,1,1
2795,2795,2902,1,1
2796,2796,2849,1,1
2797,2797,2500,1,1
2798,2798,833,1,1
2799,2799,127,1,1
2800,2800,2598,1,1
2801,2801,1386,1,1
2802,2802,1127,1,1
2803,2803,3173,1,1
2804,2804,2267,1,1
2805,2805,2844,1,1
2806,2806,251,1,1
2807,2807,544,1,1
2808,2808,1880,1,1
2809,2809,1047,1,1
2810,2810,3153,1,1
2811,2811,390,1,1
2812,2812,3483,1,1
2813,2813,2188,1,1
2814,2814,3427,1,1
2815,2815,2660,1,1
2816,2816,3172,1,1
2817,2817,2530,1,1
2818,2818,546,1,1
2819,2819,775,1,1
2820,2820,212,1,1
2821,2821,3393,1,1
2822,2822,2058,1,1
2823,2823,1956,1,1
2824,2824,2245,1,1
2825,2825,2825,1,1
2826,2826,2734,1,1
2827,2827,3239,1,1
2828,2828,2818,1,1
2829,2829,1905,1,1
2830,2830,2410,1,1
2831,2831,1591,1,1
2832,2832,2393,1,1
2833,2833,834,1,1
2834,2834,1651,1,1
2835,2835,2135,1,1
2836,2836,1767,1,1
2837,2837,700,1,1
2838,2838,665,1,1
2839,2839,396,1,1
2840,2840,3440,1,1
2841,2841,2947,1,1
2842,2842,3213,1,1
2843,2843,2844,1,1
2844,2844,292,1,1
2845,2845,1892,1,1
2846,2846,1252,1,1
2847,2847,3053,1,1
2848,2848,2606,1,1
2849,2849,3039,1,1
2850,2850,2181,1,1
2851,2851,1842,1,1
2852,2852,2855,1,1
2853,2853,1941,1,1
2854,2854,1755,1,1
2855,2855,1618,1,1
2856,2856,1619,1,1
2857,2857,1946,1,1
2858,2858,600,1,1
2859,2859,1482,1,1
2860,2860,2993,1,1
2861,2861,3197,1,1
2862,2862,98,1,1
2863,2863,1245,1,1
2864,2864,1512,1,1
2865,2865,1456,1,1
2866,2866,274,1,1
2867,2867,1008,1,1
2868,2868,1818,1,1
2869,2869,471,1,1
2870,2870,1251,1,1
2871,2871,1621,1,1
2872,2872,24,1,1
2873,2873,2222,1,1
2874,2874,1937,1,1
2875,2875,1097,1,1
2876,2876,1541,1,1
2877,2877,539,1,1
2878,2878,3272,1,1
2879,2879,106,1,1
2880,2880,626,1,1
2881,2881,115,1,1
2882,2882,3485,1,1
2883,2883,2890,1,1
2884,2884,451,1,1
2885,2885,1448,1,1
2886,2886,15,1,1
2887,2887,818,1,1
2888,2888,3431,1,1
2889,2889,3220,1,1
2890,2890,1282,1,1
2891,2891,527,1,1
2892,2892,2917,1,1
2893,2893,409,1,1
2894,2894,1142,1,1
2895,2895,1398,1,1
2896,2896,2814,1,1
2897,2897,1056,1,1
2898,2898,2891,1,1
2899,2899,3128,1,1
2900,2900,1988,1,1
2901,2901,1305,1,1
2902,2902,214,1,1
2903,2903,1841,1,1
2904,2904,2606,1,1
2905,2905,940,1,1
2906,2906,3419,1,1
2907,2907,2406,1,1
2908,2908,1945,1,1
2909,2909,2822,1,1
2910,2910,1257,1,1
2911,2911,2403,1,1
2912,2912,744,1,1
2913,2913,87,1,1
2914,2914,1204,1,1
2915,2915,2023,1,1
2916,2916,15,1,1
2917,2917,1064,1,1
2918,2918,30,1,1
2919,2919,2055,1,1
2920,2920,3331,1,1
2921,2921,2995,1,1
2922,2922,1110,1,1
2923,2923,3469,1,1
2924,2924,1022,1,1
2925,2925,2631,1,1
2926,2926,3289,1,1
2927,2927,2549,1,1
2928,2928,1733,1,1
2929,2929,317,1,1
2930,2930,3066,1,1
2931,2931,2703,1,1
2932,2932,1752,1,1
2933,2933,708,1,1
2934,2934,1214,1,1
2935,2935,460,1,1
2936,2936,857,1,1
2937,2937,2001,1,1
2938,2938,1569,1,1
2939,2939,988,1,1
2940,2940,2545,1,1
2941,2941,3488,1,1
2942,2942,3212,1,1
2943,2943,969,1,1
2944,2944,968,1,1
2945,2945,1483,1,1
2946,2946,1592,1,1
2947,2947,277,1,1
2948,2948,96,1,1
2949,2949,2057,1,1
2950,2950,855,1,1
2951,2951,1670,1,1
2952,2952,877,1,1
2953,2953,1558,1,1
2954,2954,3151,1,1
2955,2955,2115,1,1
2956,2956,3413,1,1
2957,2957,1301,1,1
2958,2958,1636,1,1
2959,2959,3035,1,1
2960,2960,975,1,1
2961,2961,2713,1,1
2962,2962,1660,1,1
2963,2963,281,1,1
2964,2964,2418,1,1
2965,2965,3430,1,1
2966,2966,302,1,1
2967,2967,3060,1,1
2968,2968,572,1,1
2969,2969,252,1,1
2970,2970,2898,1,1
2971,2971,2666,1,1
2972,2972,172,1,1
2973,2973,3045,1,1
2974,2974,2421,1,1
2975,2975,1796,1,1
2976,2976,2561,1,1
2977,2977,591,1,1
2978,2978,3444,1,1
2979,2979,2632,1,1
2980,2980,1725,1,1
2981,2981,2677,1,1
2982,2982,903,1,1
2983,2983,3490,1,1
2984,2984,811,1,1
2985,2985,3043,1,1
2986,2986,157,1,1
2987,2987,1366,1,1
2988,2988,1037,1,1
2989,2989,3314,1,1
2990,2990,399,1,1
2991,2991,2875,1,1
2992,2992,2769,1,1
2993,2993,1614,1,1
2994,2994,687,1,1
2995,2995,299,1,1
2996,2996,830,1,1
2997,2997,1946,1,1
2998,2998,695,1,1
2999,2999,2970,1,1
3000,3000,64,1,1
3001,3001,194,1,1
3002,3002,678,1,1
3003,3003,3147,1,1
3004,3004,886,1,1
3005,3005,1621,1,1
3006,3006,3387,1,1
3007,3007,1135,1,1
3008,3008,645,1,1
3009,3009,542,1,1
3010,3010,1672,1,1
3011,3011,1905,1,1
3012,3012,322,1,1
3013,3013,2138,1,1
3014,3014,1978,1,1
3015,3015,2032,1,1
3016,3016,439,1,1
3017,3017,3364,1,1
3018,3018,2008,1,1
3019,3019,3159,1,1
3020,3020,18,1,1
3021,3021,2403,1,1
3022,3022,266,1,1
3023,3023,762,1,1
3024,3024,1155,1,1
3025,3025,2953,1,1
3026,3026,1497,1,1
3027,3027,735,1,1
3028,3028,218,1,1
3029,3029,1401,1,1
3030,3030,796,1,1
3031,3031,188,1,1
3032,3032,3234,1,1
3033,3033,3499,1,1
3034,3034,2433,1,1
3035,3035,3181,1,1
3036,3036,1576,1,1
3037,3037,1641,1,1
3038,3038,715,1,1
3039,3039,2118,1,1
3040,3040,627,1,1
3041,3041,2542,1,1
3042,3042,252,1,1
3043,3043,10,1,1
3044,3044,3304,1,1
3045,3045,1415,1,1
3046,3046,1456,1,1
3047,3047,819,1,1
3048,3048,230,1,1
3049,3049,2705,1,1
3050,3050,941,1,1
3051,3051,926,1,1
3052,3052,45,1,1
3053,3053,1306,1,1
3054,3054,1268,1,1
3055,3055,3104,1,1
3056,3056,725,1,1
3057,3057,86,1,1
3058,3058,2621,1,1
3059,3059,2498,1,1
3060,3060,1467,1,1
3061,3061,1301,1,1
3062,3062,2390,1,1
3063,3063,482,1,1
3064,3064,3200,1,1
3065,3065,1935,1,1
3066,3066,944,1,1
3067,3067,2782,1,1
3068,3068,3469,1,1
3069,3069,1711,1,1
3070,3070,3436,1,1
3071,3071,71,1,1
3072,3072,1806,1,1
3073,3073,1285,1,1
3074,3074,20,1,1
3075,3075,2184,1,1
3076,3076,2622,1,1
3077,3077,1904,1,1
3078,3078,2416,1,1
3079,3079,256,1,1
3080,3080,2228,1,1
3081,3081,1412,1,1
3082,3082,662,1,1
3083,3083,2563,1,1
3084,3084,2362,1,1
3085,3085,390,1,1
3086,3086,1866,1,1
3087,3087,1224,1,1
3088,3088,2299,1,1
3089,3089,2648,1,1
3090,3090,1942,1,1
3091,3091,3064,1,1
3092,3092,287,1,1
3093,3093,668,1,1
3094,3094,2677,1,1
3095,3095,3,1,1
3096,3096,1395,1,1
3097,3097,3106,1,1
3098,3098,106,1,1
3099,3099,844,1,1
3100,3100,1570,1,1
3101,3101,1310,1,1
3102,3102,2723,1,1
3103,3103,1295,1,1
3104,3104,2276,1,1
3105,3105,2152,1,1
3106,3106,2937,1,1
3107,3107,3167,1,1
3108,3108,3472,1,1
3109,3109,998,1,1
3110,3110,290,1,1
3111,3111,3119,1,1
3112,3112,1877,1,1
3113,3113,2348,1,1
3114,3114,3217,1,1
3115,3115,1874,1,1
3116,3116,1759,1,1
3117,3117,2143,1,1
3118,3118,1715,1,1
3119,3119,1306,1,1
3120,3120,2753,1,1
3121,3121,1728,1,1
3122,3122,2895,1,1
3123,3123,866,1,1
3124,3124,369,1,1
3125,3125,2882,1,1
3126,3126,53,1,1
3127,3127,2596,1,1
3128,3128,139,1,1
3129,3129,667,1,1
3130,3130,2078,1,1
3131,3131,870,1,1
3132,3132,710,1,1
3133,3133,2639,1,1
3134,3134,3216,1,1
3135,3135,2037,1,1
3136,3136,695,1,1
3137,3137,2202,1,1
3138,3138,1698,1,1
3139,3139,3472,1,1
3140,3140,2731,1,1
3141,3141,1032,1,1
3142,3142,1924,1,1
3143,3143,99,1,1
3144,3144,2853,1,1
3145,3145,924,1,1
3146,3146,2885,1,1
3147,3147,1407,1,1
3148,3148,1175,1,1
3149,3149,1066,1,1
3150,3150,464,1,1
3151,3151,1679,1,1
3152,3152,1043,1,1
3153,3153,3214,1,1
3154,3154,1413,1,1
3155,3155,3322,1,1
3156,3156,2250,1,1
3157,3157,185,1,1
3158,3158,565,1,1
3159,3159,1608,1,1
3160,3160,880,1,1
3161,3161,547,1,1
3162,3162,958,1,1
3163,3163,331,1,1
3164,3164,3357,1,1
3165,3165,492,1,1
3166,3166,2454,1,1
3167,3167,2526,1,1
3168,3168,1196,1,1
3169,3169,2409,1,1
3170,3170,2370,1,1
3171,3171,2393,1,1
3172,3172,1799,1,1
3173,3173,394,1,1
3174,3174,724,1,1
3175,3175,2672,1,1
3176,3176,3176,1,1
3177,3177,3265,1,1
3178,3178,1866,1,1
3179,3179,139,1,1
3180,3180,1395,1,1
3181,3181,1046,1,1
3182,3182,141,1,1
3183,3183,1083,1,1
3184,3184,1157,1,1
3185,3185,866,1,1
3186,3186,2181,1,1
3187,3187,2009,1,1
3188,3188,2509,1,1
3189,3189,2355,1,1
3190,3190,558,1,1
3191,3191,3196,1,1
3192,3192,325,1,1
3193,3193,1474,1,1
3194,3194,3477,1,1
3195,3195,1765,1,1
3196,3196,1912,1,1
3197,3197,2764,1,1
3198,3198,1299,1,1
3199,3199,1261,1,1
3200,3200,1831,1,1
3201,3201,2411,1,1
3202,3202,119,1,1
3203,3203,199,1,1
3204,3204,2098,1,1
3205,3205,744,1,1
3206,3206,1634,1,1
3207,3207,111,1,1
3208,3208,1866,1,1
3209,3209,907,1,1
3210,3210,3112,1,1
3211,3211,1232,1,1
3212,3212,317,1,1
3213,3213,3195,1,1
3214,3214,2901,1,1
3215,3215,2057,1,1
3216,3216,1690,1,1
3217,3217,2528,1,1
3218,3218,1728,1,1
3219,3219,2936,1,1
3220,3220,2146,1,1
3221,3221,743,1,1
3222,3222,2067,1,1
3223,3223,2871,1,1
3224,3224,1036,1,1
3225,3225,1804,1,1
3226,3226,227,1,1
3227,3227,2375,1,1
3228,3228,2442,1,1
3229,3229,1899,1,1
3230,3230,952,1,1
3231,3231,1751,1,1
3232,3232,332,1,1
3233,3233,121,1,1
3234,3234,2713,1,1
3235,3235,3451,1,1
3236,3236,1207,1,1
3237,3237,563,1,1
3238,3238,2567,1,1
3239,3239,524,1,1
3240,3240,526,1,1
3241,3241,505,1,1
3242,3242,2147,1,1
3243,3243,2999,1,1
3244,3244,701,1,1
3245,3245,169,1,1
3246,3246,1686,1,1
3247,3247,1977,1,1
3248,3248,796,1,1
3249,3249,3431,1,1
3250,3250,1660,1,1
3251,3251,305,1,1
3252,3252,3446,1,1
3253,3253,1653,1,1
3254,3254,2125,1,1
3255,3255,618,1,1
3256,3256,1464,1,1
3257,3257,860,1,1
3258,3258,3173,1,1
3259,3259,2729,1,1
3260,3260,408,1,1
3261,3261,2618,1,1
3262,3262,1364,1,1
3263,3263,1119,1,1
3264,3264,2435,1,1
3265,3265,1575,1,1
3266,3266,1914,1,1
3267,3267,2607,1,1
3268,3268,3043,1,1
3269,3269,550,1,1
3270,3270,787,1,1
3271,3271,1242,1,1
3272,3272,1734,1,1
3273,3273,3172,1,1
3274,3274,775,1,1
3275,3275,1992,1,1
3276,3276,141,1,1
3277,3277,3097,1,1
3278,3278,473,1,1
3279,3279,28,1,1
3280,3280,1177,1,1
3281,3281,1772,1,1
3282,3282,959,1,1
3283,3283,1982,1,1
3284,3284,888,1,1
3285,3285,1058,1,1
3286,3286,1392,1,1
3287,3287,2732,1,1
3288,3288,3284,1,1
3289,3289,279,1,1
3290,3290,1425,1,1
3291,3291,2483,1,1
3292,3292,1641,1,1
3293,3293,572,1,1
3294,3294,137,1,1
3295,3295,1751,1,1
3296,3296,2200,1,1
3297,3297,2796,1,1
3298,3298,603,1,1
3299,3299,157,1,1
3300,3300,1452,1,1
3301,3301,1502,1,1
3302,3302,3234,1,1
3303,3303,1330,1,1
3304,3304,1592,1,1
3305,3305,2025,1,1
3306,3306,3037,1,1
3307,3307,1240,1,1
3308,3308,2784,1,1
3309,3309,1398,1,1
3310,3310,301,1,1
3311,3311,2138,1,1
3312,3312,3034,1,1
3313,3313,1859,1,1
3314,3314,148,1,1
3315,3315,1849,1,1
3316,3316,1121,1,1
3317,3317,1865,1,1
3318,3318,2676,1,1
3319,3319,1786,1,1
3320,3320,1493,1,1
3321,3321,809,1,1
3322,3322,2513,1,1
3323,3323,3361,1,1
3324,3324,1645,1,1
3325,3325,3009,1,1
3326,3326,3320,1,1
3327,3327,2247,1,1
3328,3328,2635,1,1
3329,3329,170,1,1
3330,3330,1689,1,1
3331,3331,2051,1,1
3332,3332,1494,1,1
3333,3333,797,1,1
3334,3334,2207,1,1
3335,3335,199,1,1
3336,3336,762,1,1
3337,3337,2857,1,1
3338,3338,884,1,1
3339,3339,2521,1,1
3340,3340,1895,1,1
3341,3341,1748,1,1
3342,3342,784,1,1
3343,3343,126,1,1
3344,3344,3112,1,1
3345,3345,2588,1,1
3346,3346,987,1,1
3347,3347,3204,1,1
3348,3348,944,1,1
3349,3349,2990,1,1
3350,3350,1632,1,1
3351,3351,1964,1,1
3352,3352,3148,1,1
3353,3353,818,1,1
3354,3354,2504,1,1
3355,3355,590,1,1
3356,3356,1265,1,1
3357,3357,733,1,1
3358,3358,2648,1,1
3359,3359,748,1,1
3360,3360,3,1,1
3361,3361,547,1,1
3362,3362,2803,1,1
3363,3363,1199,1,1
3364,3364,1159,1,1
3365,3365,753,1,1
3366,3366,2195,1,1
3367,3367,30,1,1
3368,3368,374,1,1
3369,3369,2775,1,1
3370,3370,476,1,1
3371,3371,2177,1,1
3372,3372,1500,1,1
3373,3373,1456,1,1
3374,3374,790,1,1
3375,3375,1317,1,1
3376,3376,321,1,1
3377,3377,546,1,1
3378,3378,637,1,1
3379,3379,117,1,1
3380,3380,1354,1,1
3381,3381,1946,1,1
3382,3382,1224,1,1
3383,3383,3317,1,1
3384,3384,1903,1,1
3385,3385,666,1,1
3386,3386,1142,1,1
3387,3387,2596,1,1
3388,3388,2708,1,1
3389,3389,2889,1,1
3390,3390,3074,1,1
3391,3391,2989,1,1
3392,3392,1806,1,1
3393,3393,732,1,1
3394,3394,2917,1,1
3395,3395,1355,1,1
3396,3396,118,1,1
3397,3397,2345,1,1
3398,3398,802,1,1
3399,3399,1022,1,1
3400,3400,441,1,1
3401,3401,3114,1,1
3402,3402,2437,1,1
3403,3403,1510,1,1
3404,3404,3003,1,1
3405,3405,109,1,1
3406,3406,3269,1,1
3407,3407,3234,1,1
3408,3408,470,1,1
3409,3409,483,1,1
3410,3410,728,1,1
3411,3411,3018,1,1
3412,3412,3154,1,1
3413,3413,156,1,1
3414,3414,2938,1,1
3415,3415,2357,1,1
3416,3416,2015,1,1
3417,3417,2060,1,1
3418,3418,1263,1,1
3419,3419,1866,1,1
3420,3420,2311,1,1
3421,3421,1004,1,1
3422,3422,1898,1,1
3423,3423,3483,1,1
3424,3424,590,1,1
3425,3425,1516,1,1
3426,3426,559,1,1
3427,3427,3093,1,1
3428,3428,472,1,1
3429,3429,3038,1,1
3430,3430,1523,1,1
3431,3431,728,1,1
3432,3432,1411,1,1
3433,3433,649,1,1
3434,3434,971,1,1
3435,3435,2282,1,1
3436,3436,127,1,1
3437,3437,1543,1,1
3438,3438,1447,1,1
3439,3439,2298,1,1
3440,3440,2791,1,1
3441,3441,2569,1,1
3442,3442,2690,1,1
3443,3443,2186,1,1
3444,3444,312,1,1
3445,3445,604,1,1
3446,3446,2360,1,1
3447,3447,1513,1,1
3448,3448,1824,1,1
3449,3449,2593,1,1
3450,3450,447,1,1
